corpus,domain,scenario_id,arm,cached,category,item,desc_match,question_match,answer_match,output_match,gaps_match,label,label_field,label_exact
domain_taxonomy_v1,childcare,C01,common,no,inputs,daily item list,none,field,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C01,common,no,inputs,caregiver availability,none,none,none,scatter,none,unsupported,missed,missed
domain_taxonomy_v1,childcare,C01,common,no,inputs,provider notice,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C01,common,no,outputs,checked bag,none,none,scatter,none,none,dropped,missed,missed
domain_taxonomy_v1,childcare,C01,common,no,outputs,assigned escort,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C01,common,no,outputs,arrival notice,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C01,common,no,outputs,handover confirmation,none,exact,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C01,common,no,decisions,Are all required items packed?,none,scatter,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C01,common,no,decisions,Can the assigned escort meet the arrival window?,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C01,common,no,exceptions,missing required item,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C01,common,no,exceptions,escort unavailable,none,none,field,exact,none,recovered,recovered,unsupported
domain_taxonomy_v1,childcare,C01,common,no,exceptions,arrival delay,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C01,common,no,exceptions,unacknowledged handover,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C01,common,no,automation_targets,A1: Check the arrival window and provider notice,none,none,scatter,scatter,none,recovered,missed,missed
domain_taxonomy_v1,childcare,C01,common,no,automation_targets,A4: Pack and check the bag,field,field,field,field,scatter,carried,carried,missed
domain_taxonomy_v1,childcare,C01,common,no,automation_targets,A7: Send an arrival delay notice when needed,none,none,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,childcare,C02,common,no,activities,Review the pickup window,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C02,common,no,activities,Ask the planned collector to confirm availability,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C02,common,no,activities,Check the collector against authorized pickup names,none,none,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C02,common,no,activities,Request a collector change from the teacher if needed,none,none,field,scatter,scatter,recovered,dropped,missed
domain_taxonomy_v1,childcare,C02,common,no,activities,Wait for provider acknowledgment before the changed pickup,none,none,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,childcare,C02,common,no,activities,Collect the child and confirm collection,field,field,field,scatter,field,carried,lost,missed
domain_taxonomy_v1,childcare,C02,common,no,activities,Record home arrival in the handover log,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C02,common,no,activities,Follow up on a missing collection confirmation,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C02,common,no,actors,mother,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C02,common,no,actors,partner,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C02,common,no,actors,backup caregiver,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C02,common,no,actors,childcare teacher,none,none,field,scatter,scatter,recovered,dropped,missed
domain_taxonomy_v1,childcare,C02,common,no,systems,shared family calendar,none,none,exact,exact,field,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C02,common,no,systems,authorized pickup list,none,field,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C02,common,no,systems,childcare messaging app,none,field,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C02,common,no,systems,family handover log,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C02,common,no,inputs,pickup window,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C02,common,no,inputs,collector availability,none,none,field,exact,none,recovered,recovered,unsupported
domain_taxonomy_v1,childcare,C02,common,no,inputs,authorized pickup names,none,scatter,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C02,common,no,inputs,change request,none,none,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,childcare,C02,common,no,outputs,confirmed collector,none,none,none,scatter,field,unsupported,missed,missed
domain_taxonomy_v1,childcare,C02,common,no,outputs,provider acknowledgment,none,none,exact,scatter,none,recovered,dropped,dropped
domain_taxonomy_v1,childcare,C02,common,no,outputs,collection confirmation,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C02,common,no,outputs,home arrival note,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C02,common,no,decisions,Is the proposed collector already authorized?,none,none,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C02,common,no,decisions,Has collection been confirmed by the end of the pickup window?,none,none,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C02,common,no,exceptions,collector unavailable,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C02,common,no,exceptions,collector not authorized,none,scatter,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C02,common,no,exceptions,provider acknowledgment missing,none,none,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,childcare,C02,common,no,exceptions,collection confirmation missing,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C02,common,no,automation_targets,A1: Review the pickup window,none,none,field,scatter,field,recovered,dropped,missed
domain_taxonomy_v1,childcare,C02,common,no,automation_targets,A2: Ask the planned collector to confirm availability,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C02,common,no,automation_targets,A8: Follow up on a missing collection confirmation,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C03,common,no,activities,Collect unread notices from the provider app,none,scatter,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C03,common,no,activities,Identify response and preparation requirements,none,scatter,field,exact,scatter,recovered,recovered,unsupported
domain_taxonomy_v1,childcare,C03,common,no,activities,Check the event against the household schedule,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C03,common,no,activities,Ask the administrator about unclear notice details,none,none,scatter,scatter,none,recovered,missed,missed
domain_taxonomy_v1,childcare,C03,common,no,activities,Confirm the family's participation decision,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C03,common,no,activities,Submit a response and save the receipt,none,none,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C03,common,no,activities,Add the event and item deadline to the calendar,none,scatter,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C03,common,no,activities,Check that the preparation reminder is assigned,none,none,exact,field,scatter,recovered,recovered,dropped
domain_taxonomy_v1,childcare,C03,common,no,actors,mother,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C03,common,no,actors,partner,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C03,common,no,actors,childcare administrator,none,none,scatter,exact,exact,recovered,unsupported,unsupported
domain_taxonomy_v1,childcare,C03,common,no,actors,childcare teacher,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C03,common,no,systems,childcare messaging app,none,field,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C03,common,no,systems,notice checklist,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C03,common,no,systems,shared family calendar,none,field,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C03,common,no,systems,response archive,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C03,common,no,inputs,provider notice,none,scatter,field,scatter,scatter,recovered,dropped,missed
domain_taxonomy_v1,childcare,C03,common,no,inputs,response deadline,none,exact,field,field,exact,recovered,recovered,missed
domain_taxonomy_v1,childcare,C03,common,no,inputs,household schedule,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C03,common,no,inputs,required item details,none,field,scatter,field,none,recovered,unsupported,missed
domain_taxonomy_v1,childcare,C03,common,no,outputs,classified notice,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C03,common,no,outputs,submitted response,none,none,field,exact,none,recovered,recovered,unsupported
domain_taxonomy_v1,childcare,C03,common,no,outputs,calendar entry,none,none,none,exact,none,unsupported,unsupported,unsupported
domain_taxonomy_v1,childcare,C03,common,no,outputs,preparation reminder,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C03,common,no,decisions,Does the notice require an explicit response?,none,scatter,field,exact,field,recovered,recovered,unsupported
domain_taxonomy_v1,childcare,C03,common,no,decisions,Are the event details complete and compatible with the schedule?,none,none,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,childcare,C03,common,no,exceptions,ambiguous notice,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C03,common,no,exceptions,schedule conflict,none,none,none,exact,none,unsupported,unsupported,unsupported
domain_taxonomy_v1,childcare,C03,common,no,exceptions,response receipt missing,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C03,common,no,exceptions,preparation task unassigned,none,none,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C03,common,no,automation_targets,A2: Identify response and preparation requirements,none,scatter,field,scatter,scatter,recovered,dropped,missed
domain_taxonomy_v1,childcare,C03,common,no,automation_targets,A7: Add the event and item deadline to the calendar,none,scatter,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C03,common,no,automation_targets,A8: Check that the preparation reminder is assigned,none,none,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C04,common,no,activities,Check the outing time and venue information,none,none,field,scatter,scatter,recovered,dropped,missed
domain_taxonomy_v1,childcare,C04,common,no,activities,Confirm who will accompany the child,none,scatter,field,scatter,scatter,recovered,dropped,missed
domain_taxonomy_v1,childcare,C04,common,no,activities,Prepare the outing checklist,none,none,field,scatter,scatter,recovered,dropped,missed
domain_taxonomy_v1,childcare,C04,common,no,activities,Check reusable items against the inventory,none,none,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C04,common,no,activities,Pack and confirm needed items,none,scatter,field,scatter,scatter,recovered,dropped,missed
domain_taxonomy_v1,childcare,C04,common,no,activities,Resolve missing items or change the outing plan,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C04,common,no,activities,Notify accompanying caregivers of plan changes,none,none,field,exact,scatter,recovered,recovered,unsupported
domain_taxonomy_v1,childcare,C04,common,no,activities,Record used items and restock the bag after returning,none,scatter,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C04,common,no,actors,mother,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C04,common,no,actors,partner,none,exact,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C04,common,no,actors,accompanying caregiver,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C04,common,no,actors,venue contact,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C04,common,no,systems,shared family calendar,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C04,common,no,systems,outing checklist,none,none,exact,exact,scatter,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C04,common,no,systems,venue information page,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C04,common,no,systems,household inventory list,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C04,common,no,inputs,outing time,none,field,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C04,common,no,inputs,venue information,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C04,common,no,inputs,attendee availability,none,none,scatter,field,none,recovered,unsupported,missed
domain_taxonomy_v1,childcare,C04,common,no,inputs,reusable item inventory,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C04,common,no,outputs,confirmed outing plan,none,none,field,exact,field,recovered,recovered,unsupported
domain_taxonomy_v1,childcare,C04,common,no,outputs,packed items list,none,field,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C04,common,no,outputs,change notification,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C04,common,no,outputs,restocked bag,none,none,field,exact,none,recovered,recovered,unsupported
domain_taxonomy_v1,childcare,C04,common,no,decisions,Are the venue plan and accompanying caregiver confirmed?,none,none,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C04,common,no,decisions,Are required items available?,none,scatter,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C04,common,no,exceptions,venue plan changes,none,none,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C04,common,no,exceptions,accompanying caregiver unavailable,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C04,common,no,exceptions,required item missing,none,field,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C04,common,no,exceptions,used items not restocked,none,none,field,scatter,scatter,recovered,dropped,missed
domain_taxonomy_v1,childcare,C04,common,no,automation_targets,A3: Prepare the outing checklist,none,none,field,scatter,scatter,recovered,dropped,missed
domain_taxonomy_v1,childcare,C04,common,no,automation_targets,A7: Notify accompanying caregivers of plan changes,none,none,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C04,common,no,automation_targets,A8: Record used items and restock the bag after returning,none,scatter,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C05,common,no,activities,Collect adult availability for the coming week,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C05,common,no,activities,List care periods outside childcare hours,none,none,scatter,scatter,none,recovered,missed,missed
domain_taxonomy_v1,childcare,C05,common,no,activities,Match each care period with an available adult,none,none,none,scatter,none,unsupported,missed,missed
domain_taxonomy_v1,childcare,C05,common,no,activities,Request explicit acceptance from assigned caregivers,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C05,common,no,activities,Find a replacement for an uncovered period,none,field,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C05,common,no,activities,Publish the agreed schedule in the shared calendar,none,field,field,scatter,scatter,recovered,dropped,missed
domain_taxonomy_v1,childcare,C05,common,no,activities,Notify affected caregivers of any later change,none,none,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,childcare,C05,common,no,activities,Record acknowledgment of the revised assignment,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C05,common,no,actors,mother,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C05,common,no,actors,partner,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C05,common,no,actors,grandparent,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C05,common,no,actors,backup caregiver,none,field,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C05,common,no,systems,shared family calendar,none,field,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C05,common,no,systems,care availability form,none,scatter,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C05,common,no,systems,family messaging app,none,field,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C05,common,no,systems,care assignment table,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C05,common,no,inputs,childcare hours,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C05,common,no,inputs,adult availability,none,none,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,childcare,C05,common,no,inputs,work commitments,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C05,common,no,inputs,backup availability,none,scatter,scatter,scatter,scatter,recovered,missed,missed
domain_taxonomy_v1,childcare,C05,common,no,outputs,weekly care plan,none,none,none,field,none,unsupported,unsupported,missed
domain_taxonomy_v1,childcare,C05,common,no,outputs,accepted assignments,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C05,common,no,outputs,updated calendar,none,scatter,scatter,field,none,recovered,unsupported,missed
domain_taxonomy_v1,childcare,C05,common,no,outputs,change acknowledgment,none,none,field,none,none,dropped,dropped,missed
domain_taxonomy_v1,childcare,C05,common,no,decisions,Is every required care period assigned to an available adult?,none,none,scatter,scatter,none,recovered,missed,missed
domain_taxonomy_v1,childcare,C05,common,no,decisions,Has the assigned caregiver accepted the period?,none,none,none,field,none,unsupported,unsupported,missed
domain_taxonomy_v1,childcare,C05,common,no,exceptions,uncovered care period,none,none,exact,exact,field,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C05,common,no,exceptions,overlapping adult commitments,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C05,common,no,exceptions,assignment not accepted,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C05,common,no,exceptions,last-minute caregiver cancellation,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C05,common,no,automation_targets,A2: List care periods outside childcare hours,none,none,scatter,none,none,dropped,missed,missed
domain_taxonomy_v1,childcare,C05,common,no,automation_targets,A3: Match each care period with an available adult,none,none,none,scatter,none,unsupported,missed,missed
domain_taxonomy_v1,childcare,C05,common,no,automation_targets,A8: Record acknowledgment of the revised assignment,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C06,common,no,activities,Count the available household supplies,none,none,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,childcare,C06,common,no,activities,Compare counts with household reorder thresholds,none,none,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,childcare,C06,common,no,activities,Check proposed items against the approved product list,none,none,scatter,scatter,none,recovered,missed,missed
domain_taxonomy_v1,childcare,C06,common,no,activities,Review the basket against the spending limit,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C06,common,no,activities,Resolve unavailable products with a parent,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C06,common,no,activities,Place the confirmed order and save confirmation,none,none,field,scatter,field,recovered,dropped,missed
domain_taxonomy_v1,childcare,C06,common,no,activities,Check the delivery against the order record,field,scatter,field,field,field,carried,carried,missed
domain_taxonomy_v1,childcare,C06,common,no,activities,Store items and update the inventory count,none,scatter,field,scatter,field,recovered,dropped,missed
domain_taxonomy_v1,childcare,C06,common,no,actors,mother,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C06,common,no,actors,partner,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C06,common,no,actors,supplier,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C06,common,no,actors,receiving caregiver,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C06,common,no,systems,household inventory list,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C06,common,no,systems,shopping list,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C06,common,no,systems,online shop,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C06,common,no,systems,order record,none,scatter,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C06,common,no,inputs,physical stock count,none,scatter,field,exact,none,recovered,recovered,unsupported
domain_taxonomy_v1,childcare,C06,common,no,inputs,household reorder threshold,none,field,exact,exact,field,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C06,common,no,inputs,approved product list,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C06,common,no,inputs,spending limit,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C06,common,no,outputs,verified inventory,none,none,none,scatter,none,unsupported,missed,missed
domain_taxonomy_v1,childcare,C06,common,no,outputs,approved shopping list,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C06,common,no,outputs,order confirmation,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C06,common,no,outputs,receipt and stock update,none,scatter,scatter,field,scatter,recovered,unsupported,missed
domain_taxonomy_v1,childcare,C06,common,no,decisions,Is the stock below the household reorder threshold?,none,scatter,field,scatter,scatter,recovered,dropped,missed
domain_taxonomy_v1,childcare,C06,common,no,decisions,Does the basket meet product and spending constraints?,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C06,common,no,exceptions,inventory count outdated,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C06,common,no,exceptions,approved product unavailable,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C06,common,no,exceptions,basket exceeds spending limit,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C06,common,no,exceptions,delivery differs from order,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C06,common,no,automation_targets,A2: Compare counts with household reorder thresholds,none,none,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,childcare,C06,common,no,automation_targets,A4: Review the basket against the spending limit,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C06,common,no,automation_targets,A8: Store items and update the inventory count,none,scatter,field,scatter,field,recovered,dropped,missed
domain_taxonomy_v1,childcare,C07,common,no,activities,List the unfinished household care tasks,none,scatter,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,childcare,C07,common,no,activities,Review the next-day schedule,field,field,field,field,field,carried,carried,missed
domain_taxonomy_v1,childcare,C07,common,no,activities,Share relevant caregiver notes with the incoming caregiver,none,field,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C07,common,no,activities,Confirm who accepts each remaining task,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C07,common,no,activities,Clarify conflicting or missing task information,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C07,common,no,activities,Prepare items needed for the next day,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C07,common,no,activities,Mark completed preparation tasks in the checklist,none,field,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C07,common,no,activities,Confirm unresolved tasks with the next-day caregiver,none,scatter,field,scatter,scatter,recovered,dropped,missed
domain_taxonomy_v1,childcare,C07,common,no,actors,mother,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C07,common,no,actors,partner,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C07,common,no,actors,grandparent,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C07,common,no,actors,next-day caregiver,field,field,field,field,field,carried,carried,missed
domain_taxonomy_v1,childcare,C07,common,no,systems,family handover log,none,field,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C07,common,no,systems,evening task checklist,none,field,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C07,common,no,systems,shared family calendar,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C07,common,no,systems,family messaging app,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C07,common,no,inputs,unfinished task list,none,field,exact,exact,field,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C07,common,no,inputs,next-day schedule,field,field,exact,exact,exact,carried,carried,recovered
domain_taxonomy_v1,childcare,C07,common,no,inputs,caregiver availability,none,scatter,field,exact,none,recovered,recovered,unsupported
domain_taxonomy_v1,childcare,C07,common,no,inputs,caregiver notes,none,none,exact,field,none,recovered,recovered,dropped
domain_taxonomy_v1,childcare,C07,common,no,outputs,acknowledged handover,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C07,common,no,outputs,assigned remaining tasks,none,none,none,scatter,none,unsupported,missed,missed
domain_taxonomy_v1,childcare,C07,common,no,outputs,prepared next-day items,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C07,common,no,outputs,updated handover log,none,field,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C07,common,no,decisions,Has the incoming caregiver acknowledged the remaining tasks?,none,scatter,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,childcare,C07,common,no,decisions,Are next-day items and task owners confirmed?,none,scatter,field,scatter,scatter,recovered,dropped,missed
domain_taxonomy_v1,childcare,C07,common,no,exceptions,handover note missing,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C07,common,no,exceptions,conflicting task information,none,scatter,field,none,none,dropped,dropped,missed
domain_taxonomy_v1,childcare,C07,common,no,exceptions,incoming caregiver unavailable,none,field,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C07,common,no,exceptions,next-day preparation incomplete,none,scatter,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C07,common,no,automation_targets,A1: List the unfinished household care tasks,none,scatter,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,childcare,C07,common,no,automation_targets,A6: Prepare items needed for the next day,none,none,field,scatter,field,recovered,dropped,missed
domain_taxonomy_v1,childcare,C07,common,no,automation_targets,A8: Confirm unresolved tasks with the next-day caregiver,none,scatter,field,scatter,scatter,recovered,dropped,missed
domain_taxonomy_v1,childcare,C08,common,no,activities,Collect the activity schedule and participation requirements,none,none,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C08,common,no,activities,Check household and transport caregiver availability,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C08,common,no,activities,Compare the activity cost with the spending limit,none,field,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C08,common,no,activities,Confirm the participation decision with the partner,none,none,field,field,field,recovered,recovered,missed
domain_taxonomy_v1,childcare,C08,common,no,activities,Submit the approved registration request,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C08,common,no,activities,Save provider confirmation before marking enrollment complete,none,none,field,scatter,none,recovered,dropped,missed
domain_taxonomy_v1,childcare,C08,common,no,activities,Assign transport and add the activity to the calendar,field,field,field,field,field,carried,carried,missed
domain_taxonomy_v1,childcare,C08,common,no,activities,Confirm revised arrangements after a provider schedule change,none,none,field,field,none,recovered,recovered,missed
domain_taxonomy_v1,childcare,C08,common,no,actors,mother,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C08,common,no,actors,partner,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C08,common,no,actors,activity provider,field,exact,field,field,scatter,carried,carried,missed
domain_taxonomy_v1,childcare,C08,common,no,actors,transport caregiver,none,none,exact,exact,exact,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C08,common,no,systems,provider registration page,none,none,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C08,common,no,systems,shared family calendar,none,field,exact,exact,none,recovered,recovered,recovered
domain_taxonomy_v1,childcare,C08,common,no,systems,registration receipt folder,none,none,none,none,none,missed,missed,missed
domain_taxonomy_v1,childcare,C08,common,no,systems,family messaging app,none,scatter,scatter,scatter,none,recovered,missed,missed
domain_taxonomy_v1,childcare,C08,common,no,inputs,activity schedule,field,exact,exact,exact,field,carried,carried,recovered
domain_taxonomy_v1,childcare,C08,common,no,inputs,household availability,none,none,field,exact,none,recovered,recovered,unsupported
domain_taxonomy_v1,childcare,C08,common,no,inputs,provider participation requirements,none,none,field,field,scatter,recovered,recovered,missed
domain_taxonomy_v1,childcare,C08,common,no,inputs,household spending limit,none,none,field,exact,none,recovered,recovered,unsupported
